#ALM
10		3.542771e-02		
20		5.411892e-02		
30		5.641953e-02		
40		8.568550e-02		
50		9.610956e-02		
60		9.227729e-02		
70		1.079737e-01		
80		1.234427e-01		
90		1.261884e-01		
100		1.091933e-01		
