#SVD
10		4.296736e+00		svd
20		3.902566e+00		svd
30		3.948817e+00		svd
40		4.212465e+00		svd
50		4.307609e+00		svd
60		4.338150e+00		svd
70		3.932188e+00		svd
80		4.418179e+00		svd
90		4.187172e+00		svd
100		4.562832e+00		svd
