groups	alm					rpca				svd
10		1.841126e+00		3.705985e+00		4.087302e+00
20		1.841781e+00		3.395448e+00		4.080184e+00
30		1.832916e+00		3.340418e+00		4.077306e+00
40		1.825047e+00		3.433510e+00		4.088462e+00
50		1.819844e+00		3.524064e+00		4.097586e+00
60		1.820871e+00		3.635500e+00		4.099446e+00
70		1.810096e+00		3.126926e+00		4.098957e+00
80		1.824922e+00		3.302545e+00		4.095649e+00
