#RPCA
10		3.815092e-01		rpca
20		7.125646e-01		rpca
30		3.630943e-01		rpca
40		4.115368e-01		rpca
50		4.091830e-01		rpca
60		3.957906e-01		rpca
70		4.137056e-01		rpca
80		5.629397e-01		rpca
90		5.481605e-01		rpca
100		4.081572e-01		rpca
